Student_ID,Subject,Study_Hours,Sleep_Hours,Attendance_Pct,Assignments_Completed,Daily_Consistency,Study_Days_Remaining,Previous_Marks,Final_Marks
154,DBMS,3.2,7.3,73.9,79.4,3,24,52.1,47.3
154,Data Analytics,1.5,7.3,73.9,79.4,3,24,60.3,44.0
154,Operating Systems,4.2,7.3,73.9,79.4,3,24,79.8,72.8
154,Algorithms,1.1,7.3,73.9,79.4,3,24,52.0,52.1
155,Python Programming,1.3,10.0,77.9,63.6,5,19,72.0,61.2
155,DBMS,4.0,10.0,77.9,63.6,5,19,70.1,56.5
155,Data Analytics,5.7,10.0,77.9,63.6,5,19,81.7,78.0
155,Operating Systems,1.1,10.0,77.9,63.6,5,19,51.4,48.1
155,Algorithms,5.6,10.0,77.9,63.6,5,19,59.1,75.8
156,Python Programming,4.8,6.5,69.0,97.0,4,41,81.7,69.4
156,DBMS,3.1,6.5,69.0,97.0,4,41,62.8,55.4
156,Data Analytics,5.1,6.5,69.0,97.0,4,41,50.2,68.6
156,Operating Systems,5.2,6.5,69.0,97.0,4,41,87.4,76.3
156,Algorithms,6.2,6.5,69.0,97.0,4,41,70.7,74.8
157,Python Programming,4.0,7.4,69.6,82.7,4,36,70.2,69.1
157,DBMS,4.7,7.4,69.6,82.7,4,36,75.0,63.7
157,Data Analytics,4.7,7.4,69.6,82.7,4,36,85.4,75.1
157,Operating Systems,4.2,7.4,69.6,82.7,4,36,55.3,64.6
157,Algorithms,1.4,7.4,69.6,82.7,4,36,82.7,63.0
158,Python Programming,3.6,9.0,78.4,85.0,7,24,63.8,72.2
158,DBMS,1.2,9.0,78.4,85.0,7,24,54.3,59.9
158,Data Analytics,1.3,9.0,78.4,85.0,7,24,76.7,58.5
158,Operating Systems,3.3,9.0,78.4,85.0,7,24,89.4,75.1
158,Algorithms,7.3,9.0,78.4,85.0,7,24,94.8,94.3
159,Python Programming,1.7,7.5,83.4,83.9,4,42,94.9,71.9
159,DBMS,3.3,7.5,83.4,83.9,4,42,81.2,69.3
159,Data Analytics,8.0,7.5,83.4,83.9,4,42,53.3,73.4
159,Operating Systems,1.3,7.5,83.4,83.9,4,42,62.6,61.0
159,Algorithms,5.0,7.5,83.4,83.9,4,42,57.2,61.2
160,Python Programming,4.6,8.0,68.0,59.5,7,19,40.3,62.8
160,DBMS,7.6,8.0,68.0,59.5,7,19,62.8,65.8
160,Data Analytics,1.5,8.0,68.0,59.5,7,19,75.1,52.7
160,Operating Systems,6.1,8.0,68.0,59.5,7,19,77.2,75.8
160,Algorithms,5.0,8.0,68.0,59.5,7,19,87.8,69.7
161,Python Programming,7.9,4.9,65.1,52.9,5,25,75.7,71.2
161,DBMS,6.6,4.9,65.1,52.9,5,25,79.3,64.9
161,Data Analytics,4.2,4.9,65.1,52.9,5,25,77.1,60.5
161,Operating Systems,5.7,4.9,65.1,52.9,5,25,60.5,68.4
161,Algorithms,5.9,4.9,65.1,52.9,5,25,75.7,64.5
162,Python Programming,4.2,6.3,72.6,55.0,5,26,76.7,60.9
162,DBMS,6.9,6.3,72.6,55.0,5,26,49.3,69.1
162,Data Analytics,6.9,6.3,72.6,55.0,5,26,84.2,77.8
162,Operating Systems,7.7,6.3,72.6,55.0,5,26,69.5,58.2
162,Algorithms,2.1,6.3,72.6,55.0,5,26,71.5,53.3
163,Python Programming,5.9,6.7,83.9,68.7,3,26,43.7,58.5
163,DBMS,2.6,6.7,83.9,68.7,3,26,90.4,56.7
163,Data Analytics,5.8,6.7,83.9,68.7,3,26,72.8,70.3
163,Operating Systems,4.5,6.7,83.9,68.7,3,26,93.7,65.5
163,Algorithms,6.6,6.7,83.9,68.7,3,26,88.7,82.5
164,Python Programming,7.6,6.5,77.5,78.8,6,12,82.7,85.2
164,DBMS,1.9,6.5,77.5,78.8,6,12,59.1,45.7
164,Data Analytics,5.7,6.5,77.5,78.8,6,12,89.1,71.4
164,Operating Systems,3.1,6.5,77.5,78.8,6,12,70.4,61.3
164,Algorithms,2.2,6.5,77.5,78.8,6,12,66.1,65.9
165,Python Programming,6.6,5.8,78.9,74.1,5,27,57.9,68.7
165,DBMS,3.1,5.8,78.9,74.1,5,27,52.8,52.1
165,Data Analytics,3.5,5.8,78.9,74.1,5,27,77.1,60.8
165,Operating Systems,1.4,5.8,78.9,74.1,5,27,51.6,46.6
165,Algorithms,3.4,5.8,78.9,74.1,5,27,87.6,68.8
166,Python Programming,6.5,6.8,60.8,59.0,5,42,56.7,64.8
166,DBMS,3.2,6.8,60.8,59.0,5,42,40.2,47.8
166,Data Analytics,4.1,6.8,60.8,59.0,5,42,94.1,68.3
166,Operating Systems,3.8,6.8,60.8,59.0,5,42,79.3,58.4
166,Algorithms,2.3,6.8,60.8,59.0,5,42,59.1,44.3
167,Python Programming,4.9,7.0,82.2,68.8,2,43,82.1,70.5
167,DBMS,7.6,7.0,82.2,68.8,2,43,40.9,47.5
167,Data Analytics,5.6,7.0,82.2,68.8,2,43,70.8,74.6
167,Operating Systems,5.8,7.0,82.2,68.8,2,43,76.2,68.2
167,Algorithms,1.9,7.0,82.2,68.8,2,43,78.4,54.9
168,Python Programming,7.1,4.0,84.3,100.0,6,30,62.2,72.9
168,DBMS,7.8,4.0,84.3,100.0,6,30,91.3,80.4
168,Data Analytics,1.9,4.0,84.3,100.0,6,30,87.0,70.4
168,Operating Systems,2.2,4.0,84.3,100.0,6,30,87.0,53.6
168,Algorithms,7.3,4.0,84.3,100.0,6,30,73.2,75.7
169,Python Programming,7.6,10.0,95.6,69.7,7,39,89.2,85.6
169,DBMS,3.4,10.0,95.6,69.7,7,39,80.1,65.5
169,Data Analytics,7.9,10.0,95.6,69.7,7,39,41.4,78.9
169,Operating Systems,2.8,10.0,95.6,69.7,7,39,68.6,81.6
169,Algorithms,6.3,10.0,95.6,69.7,7,39,74.3,84.6
170,Python Programming,4.9,7.2,74.2,65.4,5,37,51.0,61.4
170,DBMS,3.1,7.2,74.2,65.4,5,37,53.0,57.9
170,Data Analytics,6.5,7.2,74.2,65.4,5,37,72.4,72.3
170,Operating Systems,1.0,7.2,74.2,65.4,5,37,82.5,62.7
170,Algorithms,6.3,7.2,74.2,65.4,5,37,68.2,76.9
171,Python Programming,5.7,7.3,83.6,92.6,3,17,82.0,72.6
171,DBMS,1.3,7.3,83.6,92.6,3,17,75.6,62.5
171,Data Analytics,4.3,7.3,83.6,92.6,3,17,82.5,64.8
171,Operating Systems,1.9,7.3,83.6,92.6,3,17,74.4,64.0
171,Algorithms,7.5,7.3,83.6,92.6,3,17,94.8,82.0
172,Python Programming,7.4,8.1,86.5,68.6,2,18,50.4,54.7
172,DBMS,7.5,8.1,86.5,68.6,2,18,78.3,68.8
172,Data Analytics,1.4,8.1,86.5,68.6,2,18,71.3,56.6
172,Operating Systems,5.6,8.1,86.5,68.6,2,18,51.6,65.6
172,Algorithms,6.8,8.1,86.5,68.6,2,18,91.0,78.3
173,Python Programming,3.9,5.4,65.7,76.5,6,39,56.1,64.0
173,DBMS,3.3,5.4,65.7,76.5,6,39,56.2,56.3
173,Data Analytics,5.2,5.4,65.7,76.5,6,39,75.9,66.3
173,Operating Systems,2.3,5.4,65.7,76.5,6,39,56.3,59.7
173,Algorithms,4.5,5.4,65.7,76.5,6,39,59.3,68.7
174,Python Programming,3.2,8.0,77.5,88.1,6,23,58.7,70.4
174,DBMS,1.6,8.0,77.5,88.1,6,23,64.4,56.2
174,Data Analytics,6.8,8.0,77.5,88.1,6,23,91.5,79.1
174,Operating Systems,2.3,8.0,77.5,88.1,6,23,60.5,55.5
174,Algorithms,7.8,8.0,77.5,88.1,6,23,64.6,80.4
175,Python Programming,7.3,7.0,63.5,55.3,7,23,85.0,82.6
175,DBMS,6.3,7.0,63.5,55.3,7,23,43.1,55.9
175,Data Analytics,3.8,7.0,63.5,55.3,7,23,88.7,77.8
175,Operating Systems,7.3,7.0,63.5,55.3,7,23,90.0,85.7
175,Algorithms,2.9,7.0,63.5,55.3,7,23,50.5,47.5
176,Python Programming,6.1,5.4,74.7,78.4,2,25,69.2,65.1
176,DBMS,3.0,5.4,74.7,78.4,2,25,67.1,57.7
176,Data Analytics,4.0,5.4,74.7,78.4,2,25,49.0,42.4
176,Operating Systems,1.8,5.4,74.7,78.4,2,25,70.1,49.9
176,Algorithms,6.1,5.4,74.7,78.4,2,25,76.2,69.9
177,Python Programming,6.8,8.2,99.1,95.9,4,12,84.1,73.2
177,DBMS,1.7,8.2,99.1,95.9,4,12,71.7,58.7
177,Data Analytics,7.9,8.2,99.1,95.9,4,12,51.8,75.0
177,Operating Systems,1.5,8.2,99.1,95.9,4,12,72.7,65.7
177,Algorithms,1.7,8.2,99.1,95.9,4,12,49.5,66.4
178,Python Programming,2.8,7.9,62.6,68.1,6,34,93.3,61.7
178,DBMS,4.0,7.9,62.6,68.1,6,34,59.1,58.9
178,Data Analytics,2.6,7.9,62.6,68.1,6,34,73.8,71.3
178,Operating Systems,2.8,7.9,62.6,68.1,6,34,71.8,67.2
178,Algorithms,6.7,7.9,62.6,68.1,6,34,66.3,69.2
179,Python Programming,6.8,4.9,67.1,58.8,2,21,59.7,55.0
179,DBMS,7.4,4.9,67.1,58.8,2,21,71.1,62.5
179,Data Analytics,5.0,4.9,67.1,58.8,2,21,81.9,59.2
179,Operating Systems,6.5,4.9,67.1,58.8,2,21,55.2,53.0
179,Algorithms,3.9,4.9,67.1,58.8,2,21,73.1,55.3
180,Python Programming,3.3,7.6,78.2,81.8,7,22,91.0,69.9
180,DBMS,6.9,7.6,78.2,81.8,7,22,52.3,72.4
180,Data Analytics,6.4,7.6,78.2,81.8,7,22,42.4,59.0
180,Operating Systems,5.9,7.6,78.2,81.8,7,22,75.7,80.9
180,Algorithms,7.6,7.6,78.2,81.8,7,22,42.6,65.3
181,Python Programming,3.9,4.2,73.6,74.0,4,40,77.2,63.2
181,DBMS,5.6,4.2,73.6,74.0,4,40,43.9,47.9
181,Data Analytics,2.1,4.2,73.6,74.0,4,40,85.5,56.0
181,Operating Systems,1.3,4.2,73.6,74.0,4,40,63.1,40.2
181,Algorithms,4.5,4.2,73.6,74.0,4,40,80.2,65.0
182,Python Programming,4.7,8.0,82.3,67.5,2,42,77.3,64.2
182,DBMS,4.0,8.0,82.3,67.5,2,42,80.2,63.0
182,Data Analytics,6.8,8.0,82.3,67.5,2,42,69.7,70.6
182,Operating Systems,6.9,8.0,82.3,67.5,2,42,63.7,71.1
182,Algorithms,2.8,8.0,82.3,67.5,2,42,86.4,62.0
183,Python Programming,6.8,4.0,100.0,72.8,6,7,79.2,76.1
183,DBMS,5.9,4.0,100.0,72.8,6,7,57.8,61.2
183,Data Analytics,7.0,4.0,100.0,72.8,6,7,85.1,74.4
183,Operating Systems,4.1,4.0,100.0,72.8,6,7,47.3,63.2
183,Algorithms,4.2,4.0,100.0,72.8,6,7,82.9,61.2
184,Python Programming,3.9,4.9,56.6,55.6,4,27,48.8,50.1
184,DBMS,2.2,4.9,56.6,55.6,4,27,63.0,49.0
184,Data Analytics,1.6,4.9,56.6,55.6,4,27,61.6,46.0
184,Operating Systems,1.7,4.9,56.6,55.6,4,27,40.9,43.1
184,Algorithms,2.1,4.9,56.6,55.6,4,27,52.9,51.5
185,Python Programming,7.0,6.5,84.9,69.2,5,22,80.2,69.2
185,DBMS,7.6,6.5,84.9,69.2,5,22,83.0,73.4
185,Data Analytics,5.9,6.5,84.9,69.2,5,22,60.0,61.7
185,Operating Systems,5.0,6.5,84.9,69.2,5,22,40.3,56.5
185,Algorithms,5.0,6.5,84.9,69.2,5,22,81.3,66.9
186,Python Programming,2.6,5.3,80.4,93.2,5,21,57.5,55.1
186,DBMS,2.8,5.3,80.4,93.2,5,21,44.8,53.3
186,Data Analytics,3.0,5.3,80.4,93.2,5,21,55.4,54.4
186,Operating Systems,3.3,5.3,80.4,93.2,5,21,76.5,67.0
186,Algorithms,6.1,5.3,80.4,93.2,5,21,66.6,72.7
187,Python Programming,7.4,9.8,85.0,94.9,6,31,70.1,85.7
187,DBMS,6.1,9.8,85.0,94.9,6,31,59.1,71.4
187,Data Analytics,2.2,9.8,85.0,94.9,6,31,85.5,72.7
187,Operating Systems,5.1,9.8,85.0,94.9,6,31,58.6,70.1
187,Algorithms,7.8,9.8,85.0,94.9,6,31,59.0,85.2
188,Python Programming,7.1,5.4,67.4,68.0,2,10,83.5,62.4
188,DBMS,2.0,5.4,67.4,68.0,2,10,70.0,51.8
188,Data Analytics,1.6,5.4,67.4,68.0,2,10,41.9,48.8
188,Operating Systems,7.9,5.4,67.4,68.0,2,10,41.7,58.5
188,Algorithms,1.8,5.4,67.4,68.0,2,10,49.3,26.9
189,Python Programming,5.3,5.9,92.4,68.9,6,36,62.6,69.9
189,DBMS,4.0,5.9,92.4,68.9,6,36,58.2,66.6
189,Data Analytics,2.4,5.9,92.4,68.9,6,36,91.4,68.7
189,Operating Systems,5.8,5.9,92.4,68.9,6,36,85.3,83.1
189,Algorithms,1.1,5.9,92.4,68.9,6,36,85.0,63.0
190,Python Programming,1.9,5.9,86.6,79.3,3,23,93.9,76.0
190,DBMS,5.7,5.9,86.6,79.3,3,23,86.6,78.2
190,Data Analytics,5.2,5.9,86.6,79.3,3,23,73.2,60.3
190,Operating Systems,5.8,5.9,86.6,79.3,3,23,71.6,59.1
190,Algorithms,6.4,5.9,86.6,79.3,3,23,52.4,59.8
191,Python Programming,5.6,8.1,69.5,93.6,6,41,51.7,74.6
191,DBMS,1.9,8.1,69.5,93.6,6,41,78.6,68.2
191,Data Analytics,3.9,8.1,69.5,93.6,6,41,47.0,55.2
191,Operating Systems,1.2,8.1,69.5,93.6,6,41,74.3,65.0
191,Algorithms,4.4,8.1,69.5,93.6,6,41,82.8,77.3
192,Python Programming,3.8,8.4,91.9,90.1,7,18,84.3,71.4
192,DBMS,5.1,8.4,91.9,90.1,7,18,49.1,69.0
192,Data Analytics,4.8,8.4,91.9,90.1,7,18,86.2,80.4
192,Operating Systems,1.9,8.4,91.9,90.1,7,18,84.0,76.3
192,Algorithms,8.0,8.4,91.9,90.1,7,18,73.3,89.9
193,Python Programming,6.3,6.3,88.7,73.3,5,36,44.5,63.5
193,DBMS,7.5,6.3,88.7,73.3,5,36,57.9,69.7
193,Data Analytics,1.3,6.3,88.7,73.3,5,36,77.7,53.6
193,Operating Systems,7.3,6.3,88.7,73.3,5,36,86.0,79.3
193,Algorithms,3.2,6.3,88.7,73.3,5,36,89.2,52.6
194,Python Programming,2.0,8.4,66.5,61.3,7,23,45.1,58.5
194,DBMS,6.7,8.4,66.5,61.3,7,23,89.2,87.9
194,Data Analytics,3.7,8.4,66.5,61.3,7,23,76.6,69.0
194,Operating Systems,7.9,8.4,66.5,61.3,7,23,52.4,69.8
194,Algorithms,2.0,8.4,66.5,61.3,7,23,44.5,39.5
195,Python Programming,3.8,6.7,72.0,73.6,4,5,77.0,68.6
195,DBMS,5.8,6.7,72.0,73.6,4,5,57.3,64.5
195,Data Analytics,1.9,6.7,72.0,73.6,4,5,71.8,51.5
195,Operating Systems,5.9,6.7,72.0,73.6,4,5,78.5,73.2
195,Algorithms,4.5,6.7,72.0,73.6,4,5,80.2,68.7
196,Python Programming,2.6,7.7,68.2,63.7,5,26,52.4,57.8
196,DBMS,4.9,7.7,68.2,63.7,5,26,68.8,60.3
196,Data Analytics,2.9,7.7,68.2,63.7,5,26,82.4,58.6
196,Operating Systems,5.6,7.7,68.2,63.7,5,26,85.8,73.1
196,Algorithms,1.5,7.7,68.2,63.7,5,26,42.6,48.0
197,Python Programming,5.6,6.7,83.8,100.0,3,42,48.5,62.7
197,DBMS,7.8,6.7,83.8,100.0,3,42,70.0,73.4
197,Data Analytics,7.6,6.7,83.8,100.0,3,42,69.1,81.8
197,Operating Systems,6.1,6.7,83.8,100.0,3,42,90.8,82.2
197,Algorithms,5.7,6.7,83.8,100.0,3,42,56.9,66.9
198,Python Programming,6.7,4.0,88.2,78.3,6,30,65.7,64.8
198,DBMS,1.5,4.0,88.2,78.3,6,30,49.1,48.2
198,Data Analytics,1.7,4.0,88.2,78.3,6,30,46.3,44.3
198,Operating Systems,7.6,4.0,88.2,78.3,6,30,88.0,81.7
198,Algorithms,1.0,4.0,88.2,78.3,6,30,73.8,55.2
199,Python Programming,2.4,10.0,71.9,77.6,3,22,49.9,56.5
199,DBMS,2.8,10.0,71.9,77.6,3,22,68.9,57.6
199,Data Analytics,5.7,10.0,71.9,77.6,3,22,42.1,58.6
199,Operating Systems,5.3,10.0,71.9,77.6,3,22,78.4,68.8
199,Algorithms,1.8,10.0,71.9,77.6,3,22,54.0,52.3
200,Python Programming,2.2,4.2,82.7,87.9,4,22,88.3,63.0
200,DBMS,4.9,4.2,82.7,87.9,4,22,87.8,77.1
200,Data Analytics,4.7,4.2,82.7,87.9,4,22,57.6,51.3
200,Operating Systems,4.3,4.2,82.7,87.9,4,22,67.6,58.2
200,Algorithms,6.5,4.2,82.7,87.9,4,22,90.4,70.9
201,Python Programming,8.0,5.5,66.1,81.5,6,35,40.6,52.6
201,DBMS,7.3,5.5,66.1,81.5,6,35,48.2,68.5
201,Data Analytics,3.4,5.5,66.1,81.5,6,35,88.1,74.5
201,Operating Systems,1.1,5.5,66.1,81.5,6,35,52.5,39.1
201,Algorithms,5.3,5.5,66.1,81.5,6,35,41.3,61.8
202,Python Programming,6.7,5.0,78.2,70.6,7,35,85.4,70.1
202,DBMS,5.1,5.0,78.2,70.6,7,35,59.4,64.7
202,Data Analytics,6.8,5.0,78.2,70.6,7,35,74.7,80.8
202,Operating Systems,6.5,5.0,78.2,70.6,7,35,72.9,75.0
202,Algorithms,4.8,5.0,78.2,70.6,7,35,73.3,66.9
203,Python Programming,6.9,5.1,85.7,82.5,2,36,69.9,70.6
203,DBMS,3.6,5.1,85.7,82.5,2,36,74.4,55.1
203,Data Analytics,5.2,5.1,85.7,82.5,2,36,61.2,63.7
203,Operating Systems,7.0,5.1,85.7,82.5,2,36,92.4,74.2
203,Algorithms,2.4,5.1,85.7,82.5,2,36,66.1,55.8
204,Python Programming,1.8,10.0,90.6,77.4,4,17,90.5,74.9
204,DBMS,6.4,10.0,90.6,77.4,4,17,85.2,82.0
204,Data Analytics,4.2,10.0,90.6,77.4,4,17,58.2,70.2
204,Operating Systems,5.1,10.0,90.6,77.4,4,17,65.0,74.3
204,Algorithms,7.9,10.0,90.6,77.4,4,17,83.8,85.3
205,Python Programming,7.5,8.7,87.8,79.8,5,22,45.0,71.2
205,DBMS,3.0,8.7,87.8,79.8,5,22,77.0,74.0
205,Data Analytics,3.9,8.7,87.8,79.8,5,22,75.9,66.9
205,Operating Systems,5.1,8.7,87.8,79.8,5,22,41.2,62.2
205,Algorithms,7.7,8.7,87.8,79.8,5,22,46.3,74.0
206,Python Programming,5.1,6.9,67.1,82.4,5,6,46.2,56.8
206,DBMS,3.3,6.9,67.1,82.4,5,6,83.0,77.0
206,Data Analytics,5.5,6.9,67.1,82.4,5,6,86.4,69.8
206,Operating Systems,3.3,6.9,67.1,82.4,5,6,77.8,76.7
206,Algorithms,6.2,6.9,67.1,82.4,5,6,73.7,71.5
207,Python Programming,5.8,8.2,74.0,93.0,5,41,47.7,67.7
207,DBMS,3.9,8.2,74.0,93.0,5,41,70.2,71.0
207,Data Analytics,8.0,8.2,74.0,93.0,5,41,47.4,60.3
207,Operating Systems,5.7,8.2,74.0,93.0,5,41,61.8,68.0
207,Algorithms,5.7,8.2,74.0,93.0,5,41,66.6,66.7
208,Python Programming,4.3,5.4,61.7,56.3,4,25,70.4,53.6
208,DBMS,5.0,5.4,61.7,56.3,4,25,51.6,58.8
208,Data Analytics,4.9,5.4,61.7,56.3,4,25,54.4,50.4
208,Operating Systems,5.9,5.4,61.7,56.3,4,25,71.2,65.7
208,Algorithms,5.3,5.4,61.7,56.3,4,25,66.8,63.2
209,Python Programming,3.0,6.1,76.0,77.4,6,6,40.4,49.6
209,DBMS,4.5,6.1,76.0,77.4,6,6,55.7,64.5
209,Data Analytics,2.2,6.1,76.0,77.4,6,6,65.9,58.6
209,Operating Systems,1.6,6.1,76.0,77.4,6,6,74.4,48.2
209,Algorithms,4.6,6.1,76.0,77.4,6,6,89.3,79.4
210,Python Programming,4.0,8.6,82.3,90.3,2,27,81.2,61.7
210,DBMS,7.4,8.6,82.3,90.3,2,27,71.5,73.1
210,Data Analytics,2.4,8.6,82.3,90.3,2,27,53.6,50.7
210,Operating Systems,3.1,8.6,82.3,90.3,2,27,70.5,54.9
210,Algorithms,5.3,8.6,82.3,90.3,2,27,44.5,69.5
211,Python Programming,5.7,7.1,65.1,51.2,5,44,83.9,77.3
211,DBMS,7.5,7.1,65.1,51.2,5,44,41.1,71.8
211,Data Analytics,5.6,7.1,65.1,51.2,5,44,77.3,59.9
211,Operating Systems,7.5,7.1,65.1,51.2,5,44,94.8,74.2
211,Algorithms,7.2,7.1,65.1,51.2,5,44,42.7,65.0
212,Python Programming,6.3,6.7,83.4,47.8,6,13,57.2,59.1
212,DBMS,3.9,6.7,83.4,47.8,6,13,51.5,55.4
212,Data Analytics,7.5,6.7,83.4,47.8,6,13,56.7,68.4
212,Operating Systems,6.5,6.7,83.4,47.8,6,13,82.1,68.8
212,Algorithms,5.7,6.7,83.4,47.8,6,13,80.1,69.2
213,Python Programming,5.5,7.5,66.3,60.1,7,15,81.0,71.4
213,DBMS,2.6,7.5,66.3,60.1,7,15,62.3,53.9
213,Data Analytics,6.5,7.5,66.3,60.1,7,15,90.0,76.2
213,Operating Systems,3.6,7.5,66.3,60.1,7,15,81.3,60.1
213,Algorithms,1.4,7.5,66.3,60.1,7,15,66.7,50.2
214,Python Programming,3.1,6.3,77.1,69.6,5,21,87.2,78.5
214,DBMS,7.0,6.3,77.1,69.6,5,21,82.1,78.1
214,Data Analytics,7.6,6.3,77.1,69.6,5,21,77.5,71.9
214,Operating Systems,3.3,6.3,77.1,69.6,5,21,67.5,60.5
214,Algorithms,1.8,6.3,77.1,69.6,5,21,57.2,62.6
215,Python Programming,6.3,7.5,83.7,62.5,7,43,84.7,78.5
215,DBMS,7.6,7.5,83.7,62.5,7,43,57.2,78.4
215,Data Analytics,5.7,7.5,83.7,62.5,7,43,53.9,70.8
215,Operating Systems,7.1,7.5,83.7,62.5,7,43,49.3,69.4
215,Algorithms,4.3,7.5,83.7,62.5,7,43,86.7,72.9
216,Python Programming,5.0,6.4,68.8,91.5,4,40,56.9,69.2
216,DBMS,4.3,6.4,68.8,91.5,4,40,83.6,68.6
216,Data Analytics,4.3,6.4,68.8,91.5,4,40,78.8,71.0
216,Operating Systems,7.5,6.4,68.8,91.5,4,40,47.8,62.5
216,Algorithms,5.3,6.4,68.8,91.5,4,40,56.8,60.9
217,Python Programming,5.9,6.7,74.9,91.0,4,12,74.6,79.2
217,DBMS,7.0,6.7,74.9,91.0,4,12,47.3,66.0
217,Data Analytics,8.0,6.7,74.9,91.0,4,12,90.1,85.4
217,Operating Systems,2.6,6.7,74.9,91.0,4,12,43.1,52.0
217,Algorithms,2.2,6.7,74.9,91.0,4,12,49.2,43.6
218,Python Programming,2.7,6.9,74.9,64.9,6,31,44.0,50.5
218,DBMS,5.6,6.9,74.9,64.9,6,31,72.7,61.7
218,Data Analytics,6.5,6.9,74.9,64.9,6,31,50.8,56.0
218,Operating Systems,6.7,6.9,74.9,64.9,6,31,75.7,68.2
218,Algorithms,2.8,6.9,74.9,64.9,6,31,81.4,52.9
219,Python Programming,7.4,7.2,59.8,87.9,7,9,59.0,72.0
219,DBMS,1.4,7.2,59.8,87.9,7,9,51.2,46.6
219,Data Analytics,1.0,7.2,59.8,87.9,7,9,90.3,64.1
219,Operating Systems,6.9,7.2,59.8,87.9,7,9,80.8,81.2
219,Algorithms,7.5,7.2,59.8,87.9,7,9,63.7,74.8
220,Python Programming,6.0,5.4,80.3,76.9,3,37,46.1,56.2
220,DBMS,1.2,5.4,80.3,76.9,3,37,94.7,66.2
220,Data Analytics,3.4,5.4,80.3,76.9,3,37,64.4,53.7
220,Operating Systems,5.7,5.4,80.3,76.9,3,37,68.0,65.5
220,Algorithms,4.4,5.4,80.3,76.9,3,37,94.3,69.3
221,Python Programming,5.9,8.2,71.9,71.4,2,33,59.0,67.2
221,DBMS,1.0,8.2,71.9,71.4,2,33,62.2,52.3
221,Data Analytics,3.4,8.2,71.9,71.4,2,33,85.5,61.6
221,Operating Systems,1.0,8.2,71.9,71.4,2,33,56.9,43.3
221,Algorithms,1.5,8.2,71.9,71.4,2,33,50.3,42.6
222,Python Programming,7.3,7.7,62.3,61.5,4,15,67.1,59.4
222,DBMS,3.3,7.7,62.3,61.5,4,15,45.9,44.7
222,Data Analytics,3.2,7.7,62.3,61.5,4,15,49.0,45.5
222,Operating Systems,6.5,7.7,62.3,61.5,4,15,46.7,55.4
222,Algorithms,1.5,7.7,62.3,61.5,4,15,90.0,61.6
223,Python Programming,2.2,6.3,84.9,100.0,6,20,87.0,69.1
223,DBMS,1.1,6.3,84.9,100.0,6,20,68.1,59.2
223,Data Analytics,3.0,6.3,84.9,100.0,6,20,55.9,62.6
223,Operating Systems,3.6,6.3,84.9,100.0,6,20,61.6,59.2
223,Algorithms,5.8,6.3,84.9,100.0,6,20,49.2,68.3
224,Python Programming,2.1,4.0,80.3,59.8,7,5,70.1,64.2
224,DBMS,1.6,4.0,80.3,59.8,7,5,60.8,48.1
224,Data Analytics,2.9,4.0,80.3,59.8,7,5,92.6,65.2
224,Operating Systems,7.7,4.0,80.3,59.8,7,5,59.4,71.3
224,Algorithms,2.0,4.0,80.3,59.8,7,5,82.0,58.6
225,Python Programming,2.0,6.2,93.1,84.4,3,33,91.6,71.3
225,DBMS,7.4,6.2,93.1,84.4,3,33,88.8,85.9
225,Data Analytics,1.5,6.2,93.1,84.4,3,33,58.4,54.0
225,Operating Systems,3.2,6.2,93.1,84.4,3,33,75.0,57.7
225,Algorithms,5.2,6.2,93.1,84.4,3,33,84.8,70.0
226,Python Programming,5.2,6.5,70.3,76.1,3,16,78.3,67.8
226,DBMS,3.5,6.5,70.3,76.1,3,16,85.3,63.4
226,Data Analytics,6.6,6.5,70.3,76.1,3,16,49.9,53.8
226,Operating Systems,1.8,6.5,70.3,76.1,3,16,88.6,66.6
226,Algorithms,1.2,6.5,70.3,76.1,3,16,78.0,49.1
227,Python Programming,2.0,6.8,76.3,64.5,6,28,56.4,52.0
227,DBMS,1.6,6.8,76.3,64.5,6,28,90.1,63.8
227,Data Analytics,1.9,6.8,76.3,64.5,6,28,56.9,52.0
227,Operating Systems,7.5,6.8,76.3,64.5,6,28,48.9,68.7
227,Algorithms,7.2,6.8,76.3,64.5,6,28,70.5,82.0
228,Python Programming,7.2,7.2,66.1,71.3,5,13,46.3,67.4
228,DBMS,1.0,7.2,66.1,71.3,5,13,67.6,61.7
228,Data Analytics,1.4,7.2,66.1,71.3,5,13,57.3,59.7
228,Operating Systems,4.5,7.2,66.1,71.3,5,13,51.9,68.1
228,Algorithms,2.8,7.2,66.1,71.3,5,13,74.3,60.4
229,Python Programming,4.0,7.7,75.7,77.1,2,37,57.2,60.9
229,DBMS,6.1,7.7,75.7,77.1,2,37,83.8,74.6
229,Data Analytics,3.4,7.7,75.7,77.1,2,37,70.0,65.9
229,Operating Systems,1.3,7.7,75.7,77.1,2,37,81.0,55.1
229,Algorithms,1.4,7.7,75.7,77.1,2,37,61.3,50.1
230,Python Programming,4.8,10.0,69.7,58.0,7,18,51.2,66.9
230,DBMS,3.0,10.0,69.7,58.0,7,18,81.2,62.1
230,Data Analytics,7.8,10.0,69.7,58.0,7,18,79.3,82.9
230,Operating Systems,7.7,10.0,69.7,58.0,7,18,63.5,82.2
230,Algorithms,4.7,10.0,69.7,58.0,7,18,78.9,73.6
